Company Name,Rating,Job Title,Location
Fresenius Medical Care,Not rated,Tech Lead Data Science and Engineering – Medical Products (m/f/d),Berlin
Colliers International EMEA,Not rated,Senior Frontend-Engineer (m/w/d) Data Analytics | Deutschland,Frankfurt am Main
OHB System AG,Not rated,Subsystem Engineer (m/f/d) - Electrical Power Systems,Bremen
Value AG the valuation group,Not rated,(Senior) Data Engineer Analytics (w/m/d),Leipzig
DataCo GmbH,Not rated,Backend Engineer (m/f/d),Berlin
brainXchange engineering GmbH,Not rated,Big-Data Engineer (m/w),Munich
ABOUT YOU SE & Co. KG,Not rated,Microsoft Dynamics 365 F&O Quality Assurance Engineer (m/f/d),Hamburg
Royal HaskoningDHV,Not rated,Mechanical Engineer (MCF/ Data Centres),Frankfurt am Main
Cofinity-X GmbH,Not rated,Software Engineer (m/f/x),Köln
diconium group,Not rated,Systems Engineer – Focus: Data Recording & Autonomous Vehicles (all genders),Berlin
Orbem GmbH,Not rated,Senior Machine Learning / MLOps Engineer,Munich
DEED Consulting GmbH,Not rated,Data Engineer | IT Consultant (m/w/d),Langenfeld (Rheinland)
Hays,Not rated,Big Data Engineer (m/w/d),Wiesbaden
Babbel,Not rated,Senior Machine Learning Engineer (all genders),Berlin
E.ON,Not rated,Data Platform Engineer (m/w/d),Würzburg
Insight UK Ltd,Not rated,PowerBI Developer,Hamburg
MCA Engineering,Not rated,Data Engineer (w/m/d) Service-Dashboard,Munich
Aldi Nord,Not rated,Senior Data Engineer (m/w/d) Big Data & Cloud Technologies,Essen
Real I.S. AG Gesellschaft für Immobilien Assetmanagement,Not rated,Data Engineer API Management & Integration Layer (m/w/d),Munich
Wella Company,Not rated,Associate Product Developer / Laboratory Assistant (gn) - temporary,Darmstadt
BaryTech,Not rated,Data Scientist,Munich
WARDOW GmbH,Not rated,DevOps / Data Infrastructure Engineer (w/m/d),Potsdam
ZEISS Group,Not rated,Machine Learning Operation Engineer (f/m/x),Munich
Roche,Not rated,Technical Supplier Engineer Focus Data Analysis (m/w/d),Mannheim
EUROPACE AG,Not rated,Software Engineer Fullstack - fintech remote (f/m/d),Home office
autobiz,Not rated,Machine Learning engineer F/H,Berlin
ALDI SÜD,Not rated,Requirements Engineer Produce Tendering (m/f/x),Mülheim an der Ruhr
Brückner Maschinenbau GmbH,Not rated,Data Engineer (m/w/d),Siegsdorf
Alexander Thamm GmbH,Not rated,Senior Data Engineer Inhouse (m/w/d),Munich
8select Software GmbH,Not rated,Assistant Data Engineer - Generative AI (m/w/d),Regensburg
FERCHAU,Not rated,System Engineer (m/f/d) Flight Test,Hamburg
comstruct ICT GmbH,Not rated,Software Engineer,Munich
Hannover Rück SE,Not rated,IT System Engineer,Germany
LYNX B.V.,Not rated,Software Engineer - RegTech,Berlin
Woodmark Consulting AG,Not rated,Cloud Data Engineer (m/w/d),Grasbrunn
PALTRON GmbH,Not rated,Business Intelligence Engineer (m/w/d),Isernhagen
DUALIS GmbH IT Solution,Not rated,Machine Learning Engineer (m/w/d),Dresden
GIM - Gesellschaft für Innovative Marktforschung mbH,Not rated,Data & Survey Engineer:in (m/w/d),Heidelberg
Aptiv plc,Not rated,"Machine Learning Simulation Engineer, Interior Sensing (f/m/d)",Wuppertal
Telespazio Germany GmbH,Not rated,Ground Station Systems Engineer - RF Expert (f/m/d),Darmstadt
Grafana Labs,Not rated,"Senior Data Analyst - Grafana Developer Advocacy (Remote, Germany)",Home office
dunnhumby,Not rated,Associate Software Engineer,Berlin
About SSP Germany GmbH,Not rated,Business Intelligence (BI) Engineer - Food and Beverage Industry,Frankfurt am Main
ClimatePartner GmbH,Not rated,Senior Data DevOps Engineer (m/f/d),Berlin
DOUGLAS,Not rated,(Senior) Data Integration Engineer (w/m/d),Düsseldorf
DeRisk Technologies,Not rated,Data Center Engineer L2-Dispatch,Berlin
Web Computing GmbH,Not rated,Hochschularbeiten im Bereich AI-Engineering,Münster
Sopra Steria SE,Not rated,(Senior) Big Data Engineer (m/w/d),Germany
RG Finance GmbH,Not rated,Data Engineer für Finanzberatung (m/w/d),Hannover
Porsche Digital GmbH,Not rated,Vehicle Software Engineer – Over-the-Air (OTA) Update (f/m/d) (part-time possible),Home office
Airport Research Center GmbH,Not rated,AVIATION CONSULTANT | SIMULATION ENGINEER | DATA ANALYST (full time),Aachen
M-net Telekommunikations GmbH,Not rated,Senior DWH Architekt / Data Engineer (m/w/d),Munich
Bishop GmbH,Not rated,Solution Engineer (m/w/d) Data Center Technologies Ref. 60853,Ulm
simpleclub,Not rated,Senior Backend Engineer m/f/x (Remote),Home office
HENSOLDT,Not rated,System Engineer for Multi Sensor Data Fusion (f/m/d),Ulm
Amazon Development Center Germany GmbH - C92,Not rated,Software Development Engineer (1 year contract),Berlin
ALDI SÜD,Not rated,QA Engineer - Article Master Data Applications (m/f/x),Mülheim an der Ruhr
Nigel Frank International Limited,Not rated,Big Data Engineer (m/w/d),Köln
Hoffmann Group,Not rated,Full-Stack Engineer (m/f/d),Munich
Airbus,Not rated,Senior Engineer Quality and Process Assurance (d/f/m),Ottobrunn
Workwise GmbH,Not rated,Junior Consultant SAP ERP / SAP S4HANA (m/w/d),Heidelberg
AlignTech,Not rated,Algorithm developer(m/f/d),Darmstadt
A100 ROW GmbH,Not rated,"Regional Safety Engineer, Data Center Health and Safety",Berlin
Schwarz Dienstleistungen,Not rated,Cloud Platform Engineer (Data & AI) (m/w/d),Neckarsulm
KLA-Tencor MIE GmbH,Not rated,Systems Engineer (m/f/d) - OMD,Weilburg
Roman Berner Industrieelektronik GmbH,Not rated,Test engineer / Software engineer (f/m/d),Heimsheim
COSMO CONSULT AG,Not rated,(Junior) Data Engineer (all genders welcome),Frankfurt am Main
OHB System AG,Not rated,Satellite Systems Engineer (m/f/d),Bremen
airfocus,Not rated,DevOps Engineer (m/f/x),Hamburg
KION Information Management Services GmbH,Not rated,Senior Data Engineer (m/f/d),Frankfurt am Main
b.telligent,Not rated,Cloud Engineer* Data Platform - Young Professional,Germany
KLA,Not rated,Systems Engineer (m/f/d),Weilburg
Solventum,Not rated,Cloud Engineer (m/f/*) (New Health Care Company),Neuss
Adecco Group,Not rated,IT Developer,Germany
GSK,Not rated,AI/ML Engineer - Biomedical AI (m/f/d),Heidelberg
Medizinische Hochschule Brandenburg Theodor Fontane,3.0,356 | Data Scientist (m/w/d) | Neuruppin,Neuruppin
Medizinische Hochschule Brandenburg Theodor Fontane,3.0,119 | Clinical Research Scientist (m/w/d) | Neuruppin,Berlin
datasolut GmbH,4.3,(Junior) Data Scientist,Köln
Supper & Supper GmbH,3.7,Data Scientist (m/f/d),Berlin
Juskys Gruppe GmbH,5.0,Data Scientist & AI Engineer (m/w/d),Holle
RWE Supply & Trading GmbH,3.5,(Senior) Controlling Data Scientist & Analyst m/f/t,North Rhine-Westphalia
Deutsche Elektronen-Synchrotron DESY,4.5,Senior Scientist for a Permanent Position in Accelerator Physics,Zeuthen
Universitätsmedizin Göttingen,4.5,Data Scientist (f/m/d) for high performance computation,Göttingen
Meck­len­bur­gi­sche Versicherungs-​Gesellschaft auf Gegen­sei­tig­keit,3.7,Data Scientist (m/w/d),Hannover
IU Internationale Hochschule,4.1,Senior Data Scientist (m/f/d),Home office
EnBW Energie Baden-Württemberg AG,4.4,Senior Data Scientist Short-Term Optimization Asset Trading (w/m/d),Karlsruhe
Energeering GmbH,4.8,Data Scientist (m/w/d) für den Bereich Energie,Mülheim an der Ruhr
Michael Page,4.5,INTERIM Data Scientist im Bereich Renewables,Frankfurt am Main
Hornbach Baumarkt AG,3.9,"Data Scientist KI, Schwerpunkt Logistik (gn)",Landau in der Pfalz
Science Media Center Germany gGmbH,3.3,Data Scientist - Datenjournalismus (m/w/d),Köln
Porsche Digital GmbH,3.9,Data Scientist (GenAI / LLM) (F/M/D),Berlin
Westnetz GmbH,4.4,Data Scientist (m/w/d),Neuss
Goodman Masson GmbH,4.0,Data Scientist (m/w/d),Düsseldorf
Archer Daniels Midland Company,4.3,Associated Scientist Product Development Beverage (m/f/d),Heidelberg
Chrono24,4.1,Data Scientist (all genders),Karlsruhe
Essity,3.9,Data Scientist,Munich
initions,1.0,(Junior) Berater Business Intelligence (m/w/d),Hamburg
STAFFXPERTS GmbH,3.6,Data Scientist (m/w/d) Machine Learning,Karlsruhe
SKILLED - Recruitment Solutions GmbH,3.8,Genomics Data Scientist (m/w/d),Germany
Steadforce,3.3,Senior Data Scientist (m/w/d),Munich
HARTING IT Services GmbH & Co. KG,4.5,(Junior) Data Scientist (m/w/d) - Vollzeit / unbefristet,Berlin
Mabanaft GmbH & Co. KG,3.4,Senior Data Solution Engineers (m/f/d),Hamburg
advanced engineering GmbH,3.4,Data Scientist Softwareprojekte/Fahrzeugprototypen (m/w/d),Munich
Dataiku,4.0,Data Scientist,Home office
CHECK24 Vergleichsportal,3.4,(Junior) Data Scientist (m/f/d) AI Forge,Munich
Glooko,3.5,ML Engineer / Data Scientist,Berlin
SKILLED - Recruitment Solutions GmbH,3.7,Clinical Trial Scientist,Germany
efcom gmbh,4.5,Data Scientist (m/w/d),Neu-Isenburg
Scout24,3.3,Data Scientist (d/f/m),Berlin
Exact Sciences,3.9,"Research Scientist I, Germany",Planegg
Gastrovia,3.8,Data Scientist:in (m/w/d),Home office
Bitplane AG / Andor Technology Inc,4.2,Microscopy Software Engineer,Home office
Hannover Rück SE,4.1,Data Scientist / Meteorologist / Geophysicist Parametric Insurance,Germany
FERCHAU GmbH,4.1,Data Enthusiast (m/w/d),Stuttgart
vonovia,4.2,(Senior) Data Analyst / Data Scientist Digitalisierung (m/w/d) in Bochum,Bochum
Mazars GmbH & Co. KG,4.1,Data Scientist / Data Analyst (all genders),Berlin
Ubermetrics Technologies GmbH,3.7,AI & Data Scientist (m/f/d),Home office
Telefonica,3.9,Data Scientist (m/f/d),Munich
Leibniz-Gemeinschaft,4.5,Research Scientist and Curator (m/f/d) Soil Biodiversity Data Ref.#08-24003,Frankfurt am Main
Ernst & Young GmbH,4.3,Data Scientist/Analyst prüfungsnahe Beratung/Quants - Assurance (Financial Services) (w/m/d),Germany
BI Pharma GmbH&Co.KG,4.6,Internship Clinical Data Science,Biberach an der Riß
Amadeus Fire,5.0,Data Scientist (m/w/d),Düsseldorf
CSL Behring,4.2,Scientist Pilot Plant (m/w/d),Germany
Slash.Digital GmbH,4.1,CRM Data Scientist (m/f/d),Munich
Landeskrebsregister NRW gGmbH,4.0,Data Scientist / Datenwissenschaftler (m/w/d),Bochum
expertum GmbH - Exklusivpartner R.Stahl,3.9,Data Scientist (m/w/d),Waldenburg
Bergfreunde GmbH,4.2,Data Quality Engineer (m/w/d),Kirchentellinsfurt
AutoScout24,4.7,Data Scientist (m/f/d),Munich
AI.Associates GmbH,4.0,DATA SCIENTIST (M/F/D),Stuttgart
Good Hood GmbH,2.8,(Senior) Data Scientist (f/m/d),Germany
Billie,4.6,Data Scientist (w/m/d),Berlin
Buynomics,4.5,Data Scientist - Commercial Excellence (m/f/d),Köln
Predict42 GmbH,3.5,Data Scientist / Engineer (m/w/d),Mainz
Trakken GmbH,3.6,Data Scientist (f/m/d),Hamburg
QualityMinds GmbH,4.5,NLP Data Scientist (m/f/x),Germany
Sanofi,3.9,Junior Data Scientist & BI Developer - VIE Contract (W/M/D),Frankfurt am Main
Centric Software,4.5,Senior Data Scientist,Düsseldorf
msg life ag,4.0,Data Scientist (m/w/d),Home office
Arete AG,5.0,Data Scientist (m/w/d),Home office
Melotech,3.8,Data Scientist Intern,Berlin
nuvo,4.4,Data Scientist (gn),Home office
ProSiebenSat.1 Tech & Services GmbH,3.8,Associate Data Scientist (m/f/d),Berlin
Thomann.io,4.0,(Senior) Data Analyst / Data Scientist (f/m/d) in the Data Division,Home office
SKILLED - Recruitment Solutions GmbH,4.0,Clinical Project Scientist,Germany
Apiax AG,3.1,Data Scientist,Frankfurt am Main
freshcells systems engineering GmbH,3.7,Senior Data Scientist (m/f/d),Düsseldorf
Xplain Data GmbH,4.0,SENIOR DATA SCIENTIST (F/M/D),Home office
Delivery Hero,3.7,Staff Data Scientist - Consumer Insights (all genders),Berlin
Dataiku,3.1,Senior Data Scientist,Munich
The Church of Jesus Christ of Latter-day Saints,3.7,"Data Scientist | Frankfurt (Germany) | Permanent (Full-Time, 40 hours)",Frankfurt am Main
CrazyLabs,3.4,Senior Data Scientist,Home office
Allianz Digital Health GmbH,3.8,Actuary / Actuarial Data Scientist,Munich
The Product Guys,4.2,Data Scientist,Bavaria
Digitaltreiber UG,3.5,Data Scientist Online Analytics,Essen
Formigas GmbH,4.1,Data Scientist (m/w/d/-),Konstanz
Top Remote Talent,3.9,Senior Data Scientist,Berlin
KPMG,3.6,Data Scientist - Pricing (w/m/d),Germany
Vector Informatik GmbH,3.9,Machine Learning/GenAI Engineer (m/w/d),Stuttgart
Sopra Steria SE,3.4,Data Scientist Anti Financial Crime & Compliance (m/w/d),Germany
EWE AG,5.0,Data Scientist (w/d/m),Oldenburg (Oldenburg)
KWS Group,4.5,Plant Protection Scientist (m/f/d),Einbeck
CompuGroup Medical,4.8,Data Scientist e-health (m/w/d),Berlin
Atos,5.0,AI Consultant/Data Scientist (Junior)(m/w/d),Fürth
KWS Group,4.0,Agricultural Scientist (m/f/d) for Seed Production & Quality Control Sugarbeet,Einbeck
Coinbase,3.6,"Staff Data Scientist, International",Home office
1Komma5° GmbH,1.0,Data Scientist Energy Services (m/f/d),Hamburg
EUMETSAT,3.6,Remote Sensing Scientist– Polarimetry,Darmstadt
Heidelberg Materials AG,5.0,Data Scientist Predictive Maintenance (f/m/d),Heidelberg
Charité,4.5,Scientific researcher / Data Scientist / Machine Learning Engineer - DM.48.24b,Germany
Thalia Bücher GmbH,3.5,Data Scientist (m/w/d),Münster
E.ON,4.0,Azure Data Scientist (f/m/d),Essen
Getsafe,3.8,Senior Data Scientist (m/f/d),Berlin
Klim,3.3,Environmental Data Scientist Ecosystem Services,Berlin
Siemens Energy,4.1,Intern (f/m/d) Data Science,Erlangen
Preventio GmbH,3.7,Senior Data Scientist,Frankfurt am Main
Baker Hughes,4.1,Data Scientist - Engineering (d/f/m),Celle
Siegwerk Druckfarben AG & Co. KGaA,3.8,Data Scientist (f/m/d),Siegburg
Redcare Pharmacy,3.4,"Data Scientist, Analytics (m/w/d)",Köln
Lehmann + Pioneers Digital GmbH,4.1,(Senior) Data Scientist (m/f/d),Home office
Acardian GmbH,3.6,Consultant Analytics / Data Scientist (w/m),Bad Homburg v. d. Höhe
freshcells systems engineering GmbH,4.1,Senior Data Scientist (m/f/d),Düsseldorf
Avomind,3.4,Data Scientist (Survey Analytics),Hamburg
KA Resources,5.0,Senior Data Scientist (m/w/d) - München Ref. 22284,Munich
FMC Corporation,4.5,"Associated Scientist, Formulations (m/f/d)",Stade
GfK,4.0,Senior Data Scientist (m/f/d),Nuremberg
advanced engineering GmbH,3.5,Data Engineer - Datenanalyse & Digitalisierung (m/w/d),Munich
GAROMA GmbH,4.6,Data Scientist für ein innovatives Food Tech Start-Up (m/w/d),Home office
New Work Personaldienstleistungs GmbH,3.6,Financial Data Analyst (m/w/d),Kaiserslautern
Universitätsklinikum Würzburg,4.1,Epidemiologen*in/Gesundheitswissenschaftler*in/Data Scientist (m/w/d),Würzburg
Testsieger.de Vergleichsportal GmbH,1.0,Data Scientist / Data Engineer (m/f/d) for LLM/RAG pipelines,Osnabrück
encentive,4.2,Data Scientist (gn),Hamburg
celver AG,4.0,Data Scientist (all levels & genders),Home office
Good Hood GmbH / nebenan.de,4.2,(Senior) Data Scientist (f/m/d),Berlin
Delivery Hero,2.4,Senior Data Scientist - Ad Tech (all genders),Berlin
RELX,3.5,Data Scientist Weather & Energy Markets,Karlsruhe
thyssenkrupp Marine Systems GmbH,4.1,Data Scientist (m/w/d),Kiel
Bosque Foods GmbH,3.6,Biotech Research Scientist,Berlin
Deichmann,3.5,Data Scientist (m/w/d),Mülheim an der Ruhr
HARTING IT Services GmbH & Co. KG,3.8,Data Science Expert (m/w/d) - Vollzeit / unbefristet,Berlin
VORWERK ELEKTROWERKE GMBH & CO. KG,5.0,(Senior) Data Scientist (f/d/m),Düsseldorf
CSL Behring,3.2,"Scientist – In Vivo Pharmacology, Cardiovascular & Metabolic (m/f/x)",Germany
Deutsche Post & DHL,4.0,Data Scientist (m/w/d),Bonn
Ipsos,2.9,Data Scientist (f/m/d) – DataLab,Berlin
Bayer,4.3,Chemoinformatics Data Scientist,Frankfurt am Main
Siegwerk Druckfarben AG & Co. KGaA,4.5,Senior Data Scientist (f/m/d),Siegburg
HARTING Stiftung & Co. KG,3.6,(Junior) Data Scientist*,Berlin
Charité,3.8,Engineer / Scientist - Light Microscopy and Data Management - DM.56.24b,Germany
Knuddels GmbH & Co. KG,3.6,Data Scientist*in (m/w/d) - remote oder Karlsruhe,Home office
Staburo GmbH,3.4,Data Scientist with focus on SAS programming (f/m/d - part/full-time),Munich
Max Rubner-Institut,4.1,Research Scientist (f/m/d),Kiel
aioneers,4.0,Senior Data Scientist (m/f/d),Mannheim
Apiax,3.1,Data Scientist,Frankfurt am Main
Anaqor AG,5.0,Quantum Software Engineer / Quantum Data Scientist (m/f/d),Stuttgart
Adevinta,4.3,Senior Data Scientist C2B (d/f/m),Berlin
YOONA Ventures GmbH,4.2,Machine Learning ENGINEER / Data SCIENTIST,Berlin
ZDF Sparks GmbH,4.2,NLP DATA SCIENTIST (M/F/D),Berlin
paiqo GmbH,4.4,Data Scientist (jun. / sen.),Paderborn
m2hycon GmbH,4.2,(Senior) Data Scientist (m/w/d) im Bereich disruptiver KI-Technologien,Hamburg
Airbus,4.6,Praktikanten als Data Analyst/Scientist im Bereich Produktion metallischer Einzelteile (d/m/w),Donauwörth
KWS Group,3.8,Research Scientist (m/f/d) Complex Traits and Digital Phenotyping Maize,Einbeck
Flywheel,3.7,Associate Data Scientist,Berlin
4Cast,3.9,Data Scientist / Datenwissenschaftler*in (m/w/d),Potsdam
Hays,4.3,Senior Data Scientist (m/f/d),Penzberg
CSL Behring,3.9,Senior Scientist - Bioprocess Science,Germany
ASIS GmbH,2.4,Data Scientist (w/m/d),Landshut
Zander Labs,4.4,Research Scientist in passive BCI,Berlin
Statista GmbH,3.6,Data Scientist (m/w/d),Hamburg
Senckenberg,3.4,Research Scientist and Curator (m/f/d) Soil Biodiversity Data,Görlitz
AOK-Bundesverband GbR,3.6,Data Scientist (m/w/d),Bad Homburg v. d. Höhe
Strategion GmbH,3.5,Data Scientist (m/w/d),Osnabrück
PDV GmbH,3.9,Data Scientist (m/w/d),Erfurt
RELX,3.8,Senior Data Scientist (m/f/d),Karlsruhe
Wego Systembaustoffe GmbH,3.8,"Data Architect / Data Analyst/ Data Engineer (m/w/d) - Big Data, Power BI",Germany
Max-Planck-Institut für die Physik des Lichts,3.7,Data Scientist (PhD) in biophysics (m/f/d),Germany
Staburo GmbH,3.6,Working Student Data Scientist in Healthcare (f/m/d),Munich
netTrek GmbH & Co. KG,2.6,Data Scientist (m/w/d),Dorsten
Energieversorgung Offenbach AG (EVO),3.3,Data Scientist und Machine Learning Engineer (m/w/d),Offenbach am Main
CIB SOFTWARE GMBH,3.5,AI Data Scientist (m/w/d),Munich
roosi GMBH,3.6,Data Scientist (m/w/d),Rosenheim
BMG RIGHTS MANAGEMENT GmbH - Corporate,3.9,Principal Data Scientist (f/m/d),Berlin
Eggersmann Gruppe,4.0,Praktikant:in (m/w/d) im Bereich Data Science und Prozesssoptimierung,Aachen
Karlsruher Institut für Technologie,4.3,Atmospheric scientist (f/m/d),Eggenstein-Leopoldshafen
Luxoft,4.0,Optical Engineer / Scientist,Munich
Deepcell,4.2,"Senior Field Application Scientist, EMEA",Home office
prognostica GmbH,3.7,Data Scientist (m/w/d),Würzburg
stafftastic GmbH,4.2,Senior Data-Analyst / Data-Scientist (m/f/d),Fulda
Process& GmbH,5.0,Data Scientist and Process Mining Architect,Munich
AITAD GmbH,4.1,Data Scientist / Softwareentwickler (m/w/d),Offenburg
Stromnetz Berlin GmbH,4.1,Data Scientist*in,Berlin
Clark Germany GmbH,2.6,Data Scientist (m/f/d),Home office
Dewpoint Therapeutics,3.5,ML/AI Data Scientist (m/f/d),Dresden
BTC Business Technology Consulting,4.1,Data Scientist * Künstliche Intelligenz / Machine Learning,Home office
Vision Impulse,4.6,Machine Learning Engineer / Data Scientist (Minijob / Werkstudent),Home office
E.ON,3.7,(Senior) Data Scientist Analytics & AI - Expert Services (f/m/d),Berlin
Remerge,1.6,(Senior) Data Scientist - User Acquisition,Berlin
CHECK24 Vergleichsportal,3.7,"Werkstudent (m/w/d) Machine Learning, Data Science & Innovation - Kredite",Munich
Amazon Web Services Development Center Germany GmbH - R28,4.1,"Applied Scientist II, Next Gen Developer Experience (NGDE)",Berlin
Berliner Wasserbetriebe,4.4,Data Scientist – befristet (w/m/d),Berlin
MVV Energie,3.5,Data Scientist und Machine Learning Engineer (m/w/d),Offenbach am Main
AVL,4.2,Mandatory internship - Data Scientist in the field of autonomous driving - Perception (m/f/d),Regensburg
ASC Technologies AG,4.1,Data Scientist,Hösbach
adjoe GmbH,5.0,Senior Data Scientist (Recommendation Systems Expert) (f/m/d),Hamburg
Aurubis,4.2,Senior Data Scientist (m/f/d),Hamburg
FERCHAU,4.0,(Junior) Data Scientist (m/w/d) Automotive,Munich
Adolf Würth GmbH & Co. KG,4.7,Data Scientist am Innovation Park Artificial Intelligence Heilbronn (m/w/d),Künzelsau
Lowell Group,3.5,Data Scientist (m/w/d),Essen
AppLike GmbH,3.8,Senior Data Scientist (f/m/d),Hamburg
AOK Hessen,2.3,SB Data Scientist (BAT 11),Bad Homburg v. d. Höhe
deeplify,1.0,Full Stack Developer (Data Scientist) (m/w/d),Bochum
Clariant,4.0,R&D Scientist (m/f/d),Germany
Havas Media Germany GmbH,5.0,Data Scientist (all gender),Frankfurt am Main
Döhler,4.0,Senior Data Scientist (m/w/d) AI,Darmstadt
Dealfront,4.0,Senior Data Scientist,Karlsruhe
Telefonica,3.5,Data Scientist (m/w/d),Munich
VetVise GmbH,3.5,Data Scientist (w/d/m),Hannover
Sontheim Industrie Elektronik GmbH,4.5,"Data Scientist im Bereich KI, Forschung und Entwicklung (m/w/d)",Kempten (Allgäu)
Hays,3.5,Analytical Associate/Scientist (m/f/d),Penzberg
Finanz-DATA GmbH,3.4,Data Scientist (m/w/d),Gotha
ROSEN Group,4.5,Data Scientist (all genders welcome),Osnabrück
EOS Deutscher Inkasso-Dienst GmbH,3.6,Data Scientist (m/w/d),Hamburg
SIGNAL IDUNA,4.7,Data Scientist (m/w/d),Dortmund
SAP,3.9,AI Data Engineer / Data Scientist (Associate) (f/m/d) for Sustainability Solutions,Markdorf
Supper & Supper GmbH,3.3,Data Scientist (m/w/d),Berlin
E.ON,3.3,Data Scientist (m/w/d),Dortmund
Schickler Unternehmensberatung GmbH,2.5,Data Scientist (w/m/d),Hamburg
Booz Allen,4.1,"Data Scientist, Mid",Stuttgart
ERDMANN-Softwaregesellschaft,4.4,Data Scientist / Data Analyst (m/w/d),Görlitz
Carbyte GmbH,4.3,Data Scientist AI Engineer (m/w/d),Stuttgart
CSL Behring,3.6,Principal Scientist - Bioinformatics (m/f/x),Germany
Deutsche Telekom Technik GmbH,3.4,Senior Data Scientist GenAI (m/w/d),Bonn
TERAKI GmbH,3.7,(Senior) Data Scientist / Researcher,Berlin
SEEPEX GmbH,4.4,IOT ENTWICKLER - DATA SCIENTIST / ANALYST (M/W/D),Bottrop
Technische Universität München,2.7,Data Scientist / Bioinformatician at Munich Data Science Institute and Chair of Computational Molecular Medicine,Munich
energy & meteo systems,3.7,Datenanalyst:in / Data Scientist,Oldenburg (Oldenburg)
Bertrandt AG,4.2,Bachelor / Master (w/m/d) as Analytical Associate / Scientist for ROCHE in Penzberg,Penzberg
Leipziger Foren Services GmbH,4.0,Data Scientist mit Schwerpunkt Innovation und Nachhaltigkeit (m/w/d),Leipzig
Monasterium Laboratory Skin & Hair Research Solutions GmbH,4.0,Staff Scientist (immunology),Münster
REWE Group,4.0,(Senior) Data Scientist Analytics (m/w/d),Köln
RTL Deutschland GmbH,5.0,(Senior) Data Scientist (m/w/d),Köln
Emerald Group,4.2,Actuarial Data Scientist (m/f/d),Munich
Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,4.2,Epidemiologen/-in / Gesundheits­wissen­schaftler/in / Data Scientist (m/w/d),Würzburg
BI Pharma GmbH&Co.KG,3.8,Senior Scientist - Pharmacometrics,Biberach an der Riß
DekaBank Deutsche Girozentrale,4.3,Data Scientist (w/m/d) mit Promotionsabsicht,Frankfurt am Main
Stellwerk 3 GmbH,4.5,Werkstudent (m/w/d) Data Scientist,Reutlingen
numi solutions,2.8,Supply Chain Data Scientist - Working Student or Internship,Munich
kiutra GmbH,3.8,Product Application Scientist (f/m/d),Munich
Qubix Consulting GmbH,3.9,Praktikant Data Scientist (w/m/d) im Bereich e-Commerce,Frankfurt am Main
Auditdata,3.1,Data Scientist (Senior),Home office
Soley GmbH,3.0,Data Engineer (m/f/d),Munich
ZDF Sparks GmbH,3.3,(SENIOR) DATA SCIENTIST (M/F/D),Berlin
Baumlink,4.4,Data Scientist,Munich
Roast Market GmbH,4.0,Data Scientist (m/w/d),Frankfurt am Main
tangro software components GmbH,4.1,Data Scientist (m/w/d),Heidelberg
Consortia,3.9,Senior Data Scientist,Berlin
QIMA,3.1,Staff Scientist (immunology),Münster
CHECK24 Vergleichsportal,3.8,Working student (m/f/d) Data Science / Machine Learning Credit Card,Munich
Indivumed GmbH,4.2,Cell Biologist Pharmaceutical Research (m/f/d),Hamburg
Convent Kongresse GmbH,3.8,Data Scientist ZEIT ONLINE (d/w/m),Hamburg
DUALIS GmbH IT Solution,3.4,Data Scientist für KI Projekte im Produktionsumfeld (m/w/d),Dresden
BaryTech,3.8,Data Scientist,Munich
Career1Group,4.4,Data Scientist / LLMOps Engineer (m/w/d),Berlin
KA Resources,4.0,Senior Data Analyst Consultant (w/m/d),Ulm
1&1 Telecommunication SE,3.3,(Junior) Data Scientist / Data Analyst (w/m/d),Karlsruhe
KOSATEC Computer GmbH,1.9,Data Scientist (m/w/d),Braunschweig
Hays,4.0,Data Scientist/Data Enthusiast (m/w/d),Stuttgart
ALDI SÜD,3.6,Forecasting Data Scientist (m/w/d),Mülheim an der Ruhr
Leibniz-Institut für Kristallzüchtung,3.6,Scientist for heat and mass transfer (m/f/d),Berlin
Die Technische Universität Ilmenau als Arbeitgeber,3.4,Computer Scientist (M.Sc./Dipl.-Inf.) as Research Associate (f/m/d) - Department of Economic Sciences and Media - Virtual Worlds and Digital Games Group - ID 36/2024,Ilmenau
ALD AutoLeasing D GmbH,3.5,Data Scientist (w/m/d) Machine Learning,Hamburg
ALTEN Consulting Services GmbH,3.6,Data Scientist (all gender),Munich
taod Consulting GmbH,3.9,Data Engineer / Scientist (m/w/d),Stuttgart
Siegwerk Druckfarben AG & Co. KGaA,4.4,Senior Data Scientist (w/m/d),Siegburg
SMA Development GmbH,4.3,Data Scientist / Machine Learning Expert (m/w/d),Jena
Veli,4.1,Software Engineer / Data Scientist (Intern / Student) (m/f/x) - Kassel or Munich,Munich
Aluminium Norf GmbH,3.5,Data Scientist (m/w/d),Neuss
Mabanaft GmbH & Co. KG,3.0,Business Analyst (m/w/d) in Hamburg,Schleswig-Holstein
Robotron Datenbank-Software GmbH,3.7,Data Scientist (m/w/d),Dresden
Stadler Signalling Deutschland GmbH,4.1,"DATA SCIENTIST ENGINEER (M/W/D) DIGITAL SOLUTIONS – BRAUNSCHWEIG, BERLIN",Berlin
Nitrado (marbis GmbH),3.8,Senior Data Analyst / Data Scientist (m/w/d),Karlsruhe
Energy2market GmbH,2.5,Data Scientist (gn),Leipzig
